date,z1_mixed,z2_rates,z3_inflation,z1_mixed_s,z2_rates_s,z3_inflation_s,hmm_state,regime,regime_gate,composite_score
2024-10-30,1.0610961918992206,0.5462933376506289,-1.5130848204518321,0.15883998643484637,0.47095983285027737,-0.1565854693129545,2,Neutral,0.5,0.13466135458167322
2024-10-31,4.5861295016433905,2.001223770524793,-1.1095952357198375,0.09254359322210104,0.48501316147553414,-0.1326001462609817,2,Neutral,0.5,0.1059760956175298
2024-11-01,-1.5869115816215718,2.7328085333245697,1.3206667068931537,-0.1984320954117087,0.42325595964832796,-0.05976506873606615,2,Neutral,0.5,-0.0868525896414343
2024-11-04,0.7041611142499985,-2.5727502967491835,-1.8274552419042487,-0.41998380973502525,0.2460211291373098,-0.05595157999261158,0,Strong Bull,1.0,-0.451792828685259
2024-11-05,-3.65955843210494,-1.829665688966869,0.2762136438785062,-0.697742770257593,0.20972486992061629,0.03643709184642485,0,Strong Bull,1.0,-0.9203187250996017
2024-11-06,-6.874434531556031,4.217581752896741,1.1789115188222674,-0.8274109476877934,0.275398138648297,0.11683693608385715,0,Strong Bull,1.0,-0.9609561752988047
2024-11-07,-0.34411166852860176,-3.4579351326956003,-0.11443424201139137,-0.654727945924582,0.14396222666355551,0.14413305118436898,0,Strong Bull,1.0,-0.8717131474103585
2024-11-08,-1.2309117209603246,-1.4393436349349273,1.2146705178964636,-0.4975757580311697,0.1926211826467718,0.1843575309446688,0,Strong Bull,1.0,-0.6143426294820717
2024-11-11,-0.26649450066595065,1.3398944857993558,1.5274334903849602,-0.3037567719912996,0.32287837950907305,0.1730663613573789,0,Strong Bull,1.0,-0.2764940239043825
2024-11-12,1.2487784988776414,2.933266579928698,0.3100871620320626,-0.11180089951769684,0.40228477105686017,0.09405683531870995,3,Mild Bull,1.0,-0.01593625498007961
2024-11-13,0.016944705867125206,1.2631245772873196,0.009070687691352297,0.012126003036138921,0.3551420721610554,0.004245792944373383,3,Mild Bull,1.0,0.05418326693227088
2024-11-14,2.1892156285392836,0.5149981692429665,-0.9180565159859407,0.13581197044842547,0.26260024800893744,-0.08580649416731212,3,Mild Bull,1.0,0.11553784860557764
2024-11-15,3.4360880116629406,1.0623267075734557,-0.29707427045761836,0.15682775495616907,0.15743852779511802,-0.13424628018806617,3,Mild Bull,1.0,0.1266932270916334
2024-11-18,-1.0749667614763996,-0.9379932747415269,-2.0085609478698396,0.013880526628574141,0.0070323985923818055,-0.1745446666953426,3,Mild Bull,1.0,0.045418326693227096
2024-11-19,0.06903713570581839,-0.9448456103203098,-0.14748749052784718,-0.0746243372937721,-0.09612244694365896,-0.12314223914389422,3,Mild Bull,1.0,-0.018326693227091573
